The eagle	गरूड
गरूळवेल	गरूळवेल
Garg	गर्ग
Garg Rishi	गर्ग ऋषी
Roar	गर्जना
Dark red	गर्द लाल
Gardpos	गर्दपोस
Donkey	गर्दभ
Crowd	गर्दी
Fetus	गर्भ
Pregnancy	गर्भकाळ
Embryo	गर्भकोश
Sanctuary	गर्भगृह
Miscarriage	गर्भच्युति
Fetal bite	गर्भदंश
Pregnancy	गर्भधारणा
Contraceptives	गर्भनिरोधक
Abortion	गर्भपतन
Abortion	गर्भपात
Pregnant	गर्भवती
Fetus rich	गर्भश्रीमंत
Pregnancy	गर्भसंभव
Fertilization	गर्भाधान
Fertilization rites	गर्भाधान संस्कार
Pregnancy	गर्भारपणा
Pregnant	गर्भावधी
Pregnancy	गर्भावस्था
The uterus	गर्भाशय
Garbhopanishad	गर्भोपनिषद्
Heat	गर्मी
Proud	गर्व
Proud	गर्विष्ठ
Pride	गर्विष्ठपणा
Gal	गल
Galka	गलका
Goiter	गलगंड
Gargle	गलगला
Galga	गलगा
Throat	गलगुच्छ
Flutter	गलबला
Galmisha	गलमिशा
Throat	गलमिशी
Mustache	गलमुच्छी
Galvatam	गलवाताम
Larynx	गलस्वर
Malignant leprosy	गलित कुष्ठ
Galla	गल्ला
Alley	गल्ली
Alleys	गल्लीबोळ
Throat	गळ
Throat Dindra	गळ डिंडरा
Sore throat	गळ धिंडरा
Throat	गळचेपी
Sieve	गळणी
To fall	गळणे
Throat	गळदांडी
Scarf	गळपट्टा
Collar	गळपट्टी
Throat	गळफास
गळसरी	गळसरी
Throat	गळा
Throat	गळाठा
गळीत	गळीत
Abscess	गळू
Govt	गव
Bricklayer	गवंडी
Brick work	गवंडी काम
Singer	गवई
गवगवा	गवगवा
Grass	गवत
Grasshopper	गवतकाडी
Grass cutting	गवतकापणी
Singers	गवय्या
गवळण	गवळण
गवळी	गवळी
गवळीण	गवळीण
गवसणी	गवसणी
गवसनी	गवसनी
Goa	गवा
गवांच	गवांच
Window	गवाक्ष
Gawan	गवाण
Guar	गवार
गविष्ठ	गविष्ठ
Gavisthar	गविष्ठर
Gavishthar Rishi	गविष्ठर ऋषी
Gavesthi	गवेष्ठी
Governor	गव्हर्नर
Wheat	गव्हाण
गवाणी	गव्हाणी
Gawhala partridge	गव्हाळा तितिर
Gawhali lava	गव्हाळी लावा
Patrol	गस्त
Patrol route	गस्तीचा मार्ग
Mortgage	गहाण
Mortgage	गहाणखत
Deep	गहिवर
Wheat	गहू
Gangetic	गांगेय
Hemp	गांजा
Cannabis	गांजी
Ganji Lahore	गांजी लाहूर
Ganjekas	गांजेकस
Knot root	गांठळ मूळ
The root of the knot	गांठाळ मूळ
Nodule	गांठीपिंपळी
The knots are green	गांठे हरळी
Ass	गांड
Earthworm	गांडवळ
Gandhi	गांडीव
Earthworm	गांडूळ
The smell	गांध
Gandharvalagna	गांधर्वलग्न
Gandharva marriage	गांधर्वविवाह
Gandhara	गांधार
Gandhara Raga	गांधार राग
Gandhari	गांधारी
Gandhi	गांधी
Gandhi Jayanti	गांधी जयंती
Gandhi hat	गांधी टोपी
Gandhian philosophy	गांधी तत्त्वज्ञान
Gandhiji	गांधीजी
Gandhianmashi	गांधीणमाशी
Gandhidarshan	गांधीदर्शन
Gandhinagar	गांधीनगर
Gandhinagar District	गांधीनगर जिल्हा
Wasp	गांधीलमाशी
Gandhianism	गांधीवाद
Gandhian	गांधीवादी
Gambian	गांबियायी
Gambian	गांबियावासी
Seriousness	गांभीर्य
Guy	गाई
Guide	गाईड
By singing	गाकर
Gakhar	गाखर
Gaj	गाज
Carrots	गाजर
Carrot grass	गाजर गवत
Carrot grass	गाजरगवत
Carrots	गाजरी
Gaza Strip	गाजापट्टी
Gajavaja	गाजावाजा
Ghazi	गाजी
Gajya	गाज्या
Ghaziabad	गाझियाबाद
Ghaziabad District	गाझियाबाद जिल्हा
Ghazipur	गाझीपूर
Ghazipur District	गाझीपूर जिल्हा
Ghazipur city	गाझीपूर शहर
Knot	गाठ
Encounter	गाठभेट
Knot root	गाठळ मूळ
The root of the knot	गाठाळ मूळ
Nodules	गाठी
Nodules	गाठीया
Shave the knots	गाठीया शेव
Nodular root	गाठीयुक्त मूळ
Gathode	गाठोडे
Knots	गाठोळे
Cart	गाडा
Car	गाडी
Car house	गाडीघऱ
Underground	गाडीतळ
Car rental	गाडीभाडे
Driver	गाडीवान
Donkey	गाढव
Donkey	गाढवी
Donkey	गाढवीण
Gangapur	गाणगापूर
Singing bird	गाणारा पक्षी
The song	गाणे
Gatadi	गाताडी
गात्र	गात्र
Saga	गाथा
Mattress	गादी
Donkey	गाधि
Gabba	गाबाँ
Gabonese	गाबानीय
Core	गाभा
Gabhara	गाभारा
Gamma ray	गामा किरण
Gamopadhyay	गामोपाध्याय
Cow	गाय
Singer	गायक
Singer Chandol	गायक चंडोल
Singing birds	गायक पक्षी
Choir	गायकवृंद
Singing	गायकी
Gayatri	गायत्री
Gayatri Mantra	गायत्रीमंत्र
Singing	गायन
Disappear	गायबगळा
Guyran	गायरान
Gaiwada	गायवाडा
Guyana	गायाना
Singer	गायिका
Guyana	गाय्आन्ना
Gar	गार
Silica	गारगोटी
Gartha	गारठा
Hail	गारपीट
Garva	गारवा
Garakanda	गाराकानडा
Garakanda raga	गाराकानडा राग
Hailstorm	गारापाखरू
Garud	गारुड
Garud Vyuh	गारुड व्यूह
Garudi	गारुडी
Garudi Tal	गारुडी ताल
Garud	गारूड
Garud Upanishad	गारूड उपनिषद
Guard	गार्ड
गार्⁇ हाणे	गार्‍हाणे
Cheek	गाल
Mumps	गालगुंड
Cheekbones	गालगुच्चा
Cheekbones	गालपट
Cheekbones	गालफट
Gallbladder	गालफड
Galfuga	गालफुगा
Galfugi	गालफुगी
Galamsuri	गालमसूरी
Galav	गालव
Galava Rishi	गालव ऋषी
Carpet	गालिचा
Mud	गाळ
Strain	गाळण
Strainer	गाळणी
Strain	गाळणे
Spread	गाळा
Alluvial soil	गाळाची माती
Gali	गाळी
Village	गाव
The village partridge	गाव तितिर
Villages	गाव-तित्तिर
Villagers	गावकरी
Villages	गावढे
Village Council	गावपरिषद
Gavini	गाविनी
Mortgage	गाहाण
Mortgagee	गाहाणदार
Gear	गिअर
Gighad	गिघाड
Gijarya	गिजऱ्या
Guitar	गिटार
Ballast	गिट्टी
Gidda	गिड्डा
Gingin	गिणगिण
The vulture	गिधाड
Vulture	गिधाड घार
Vulture eagle	गिधाडी घार
Guinea	गिनी
Guinea-Bissau	गिनी बिसाऊ
Guinea-Bissau peso	गिनी-बिसौई पेसो
Guinea pig	गिनीपिग
Guinea	गिन्नी
Gibbon	गिबन
Gear	गियर
Girki	गिरकी
Mill	गिरण
Grinder	गिरणवाला
Mill	गिरणी
Miller	गिरणीवाला
Arrest	गिरफदारी
Girmit	गिरमिट
Girmeet	गिरमीट
Girikander	गिरिकंदर
Church	गिरिजा
Church	गिरिजाघर
Giridih	गिरिडीह
Giridih district	गिरिडीह जिल्हा
City of Giridih	गिरिडीह शहर
Peak	गिरिशिखर
Giri	गिरी
Giri Sannyasi	गिरी संन्यासी
Mountaineering	गिरीभ्रमण
Giriraj	गिरीराज
Climber	गिर्यारोहक
Mountaineering	गिर्यारोहण
Girhaik	गिर्‍हाईक
Gilke	गिलके
Gilayu	गिलायू
Plaster	गिलावा
Gillette	गिलेट
Ridiculous	गिल्ला
To swallow	गिळणे
GHz	गीगाहर्ट्ज
Song	गीत
Singing	गीत-गायन
Lyrics	गीत-संगीत
Lyricist	गीतकार
Lyric	गीतकाव्य
Gita	गीता
Gir	गीर
Gir Sanctuary	गीर अभयारण्य
Gir Wildlife Sanctuary	गीर वन्यजीव अभयारण्य
Hum	गुं-गुं
Echo	गुंज
Humming	गुंजन
Guntur	गुंटुर
Guntur District	गुंटुर जिल्हा
Guntur	गुंटूर
Guntur city	गुंटूर शहर
Hooligan	गुंड
Hooliganism	गुंड राग
Punk	गुंडा
Hooliganism	गुंडागर्दी
Scroll down	गुंडाळा
Scroll	गुंडाळी
Hooligan	गुंडी
Gundur	गुंडुर
Gundu	गुंडू
Gundu Mango	गुंडू आंबा
To engage	गुंतणे
Investment	गुंतवणूक
Investors	गुंतवणूकदार
Involvement	गुंतवळ
Tangled	गुंता
Complications	गुंतागुंत
Complications	गुंतागुंती
Involvement	गुंतावळ
Cave	गुंफा
Google	गुगुळ
Google	गुगूळ
Guggul	गुग्गुळ
Gucci	गुचकी
Bunch	गुच्छ
Bunch	गुच्छा
Passing	गुजर
Gujran	गुजराण
Gujrani	गुजराणी
Gujarat	गुजरात
Gujaratis	गुजरातवासी
Gujarati	गुजराती
Gujarati language	गुजराती भाषा
Gujarati script	गुजराती लिपी
Gujarati	गुजरातीण
Passed	गुजरी
Livelihood	गुजारा
Guji	गुजी
Guje	गुजे
Gujjar	गुज्जर
Gutka	गुटका
Gutkha	गुटखा
Guttural	गुटर-गूं
Guttural	गुटरगूं
Gutli-Gutoli	गुटळी-गुटोळी
Guti	गुटी
Nodule	गुठळी
Guthel	गुठेल
Gutholi	गुठोळी
Good friday	गुड फ्रायडे
Good-Friday	गुड-फ्रायडे
Goodbye	गुडगुड
Goodbye	गुडगुडी
Knee	गुडघा
Guddani	गुडदाणी
Good Friday	गुडफ्रायडे
Gudaku	गुडाकू
Knee	गुडाखू
गुढगा	गुढगा
Gudi	गुढी
Gudhipadva	गुढीपाडवा
Points	गुण
Quality determination	गुण निर्धारण
Multiplier	गुणक
Praise	गुणगान
Merit	गुणगुण
Appreciative	गुणग्राही
गुणचुवा	गुणचुवा
Pros and cons	गुणदोष
Properties	गुणधर्म
Coefficient	गुणनांक
Scorecard	गुणपत्रिका
Quality	गुणवत्ता
Quality enhancement	गुणवाढ
Gunasagar	गुणसागर
Chromosome	गुणसूत्र
Coefficient	गुणांक
Multiplication	गुणाकार
Ratio	गुणोत्तर
Multiply	गुण्य
Multiply	गुण्या
Coefficient	गुण्यांक
Cardboard	गुत्ता
Gutsamad	गुत्समद
Sage Gutsamad	गुत्समद ऋषी
Tickle	गुदगुली
Anus	गुदद्वार
Warehouse	गुदाम
Anus	गुद्दा
Guddaguddi	गुद्दागुद्दी
Fold	गुना
Guna District	गुना जिल्हा
Crime	गुन्हा
Criminal Investigation Department	गुन्हा अन्वेषण विभाग
Criminals	गुन्हेगार
Crime	गुन्हेगारी
Criminology	गुन्हेगारीशास्त्र
Crime	गुन्हेनोंद
Criminology	गुन्हेशास्त्र
Criminologist	गुन्हेशास्त्रज्ञ
Secretly	गुपचुप
Secret	गुपित
Covert action	गुप्त कारवाई
Secret proceedings	गुप्त कार्यवाही
Secret place	गुप्त ठिकाण
Secret door	गुप्त दार
Secret door	गुप्त द्वार
The secret	गुप्त रहस्य
Gupta dynasty	गुप्त राजवंश
Gupta dynasty	गुप्त वंश
Secret organization	गुप्त संगठना
Secret location	गुप्त स्थान
Gupta period	गुप्तकाल
Spy	गुप्तचर
Confidentiality	गुप्तता
Secret door	गुप्तदरवाजा
Secret donation	गुप्तदान
Secret money	गुप्तधन
Genital disease	गुप्तरोग
Secret	गुप्तवाट
Intelligence department	गुप्तवार्ता विभाग
Spy	गुप्तहेर
Genitals	गुप्तांग
Secret	गुप्ती
Bubbly	गुबगुबी
Balloon	गुबारा
Gumla	गुमला
Gumla district	गुमला जिल्हा
Gumla town	गुमला शहर
Gumpa	गुम्पा
Gumpa dance	गुम्पा नृत्य
Guyana	गुयाना
Gurgaon	गुरगांव
Gurgaon district	गुरगांव जिल्हा
Gurgaon city	गुरगांव शहर
Gurcharan	गुरचरण
Gurcharai	गुरचराई
Gurdaspur	गुरदासपुर
Gurdaspur district	गुरदासपुर जिल्हा
Gurvai Ghar	गुरवाई घार
Cowboy	गुराखी
Cowboys	गुराख्या
Guru Angad Dev	गुरु अंगद देव
Guru Parva	गुरु पर्व
Master loan	गुरुऋण
Gurukul	गुरुकुल
Guruji	गुरुजी
Center of gravity	गुरुत्वमध्य
Gravity	गुरुत्वाकर्षण
Gurudakshina	गुरुदक्षिणा
Gurdaspur	गुरुदासपुर
Gurdaspur city	गुरुदासपुर शहर
Gurdaspur	गुरुदासपूर
Gurdaspur city	गुरुदासपूर शहर
Gurudev Tagore	गुरुदेव टागोर
Gurudev Rabindranath Tagore	गुरुदेव रवींद्रनाथ टागोर
Gurudwara	गुरुद्वार
Gurudwara	गुरुद्वारा
Gurupushyoga	गुरुपुष्ययोग
Gurupournima	गुरुपौर्णिमा
Gurubandhu	गुरुबंधू
Gurumantra	गुरुमंत्र
Gurmukhi	गुरुमुखी
Gurmukhi script	गुरुमुखी लिपी
Thursday	गुरुवार
Guru	गुरू
Guru Amardas	गुरू अमरदास
Guru Gobind Singh	गुरू गोविंदसिंह
Guru Teg Bahadur	गुरू तेगबहादुर
Guru Nanak	गुरू नानक
Guru Ramdas	गुरू रामदास
Guru Sampradaya	गुरू संप्रदाय
Guru Harkishan	गुरू हरकिशन
Guru Hargovind	गुरू हरगोविंद
Guru Harrai	गुरू हरराय
Guru Harikishan	गुरू हरिकिशन
Guruji	गुरूजी
Guru Nanak Dev University	गुरूनानक देव विद्यापीठ
Guru's wife	गुरूपत्नी
Guruparva	गुरूपर्व
Gurubani	गुरूबाणी
Gurubani	गुरूबानी
Gurumantra	गुरूमंत्र
Guruseva	गुरूसेवा
Cattle	गुरे
Thief	गुरेचोर
Cattle	गुरेढोरे
Gurjar	गुर्जर
Gurjari	गुर्जरी
Gurjari Ragini	गुर्जरी रागिणी
Kidney	गुर्दा
Gurdit Singh	गुर्दित सिंग
Gurmi	गुर्मी
Housing house	गुर्‍हाळ घर
Cattle	गुऱ्हाळ
Gul	गुल
Gulajab	गुलअजायब
Gulanar	गुलअनार
Gula Ashrafi	गुलअशर्फी
Gulkand	गुलकंद
Gulkadi	गुलकाडी
Dumpling	गुलगुला
Gulchimani	गुलचिमणी
Rosette	गुलछबू
Gulzarilal Nanda	गुलजारीलाल नंदा
Bouquet	गुलदस्ता
Gulnar	गुलनार
Rosemary	गुलबकावली
Rosemary	गुलबक्षी
Gulbarga	गुलबर्गा
Gulbarga District	गुलबर्गा जिल्हा
City of Gulbarga	गुलबर्गा शहर
Rose	गुलबस
Rosemary	गुलबाक्षी
Rosemary color	गुलबाक्षी रंग
Roses	गुलबाशी
Gulmarg	गुलमर्ग
Gulmisha	गुलमिशा
Rosemary	गुलमेंहदी
Gulmohar	गुलमोहर
Gulamya	गुलम्या
Flowering	गुलहौशीपणा
Gulanar	गुलानार
Rose	गुलाब
Rose perfume	गुलाब अत्तर
Rosemary	गुलाबखास
Rose Mango	गुलाबखास आंबा
Rosemary	गुलाबजाम
Rosemary	गुलाबजामून
Vase	गुलाबदाणी
Vase	गुलाबदानी
Rose water	गुलाबपाणी
Pink	गुलाबी
Pink	गुलाबी रंग
Pink Salunki	गुलाबी साळुंकी
Slave	गुलाम
Slavery	गुलामगिरी
Slavery	गुलामी
Gulal	गुलाल
Gulalgota	गुलालगोटा
Gulala	गुलाला
Gullala	गुल्लाला
Gullya	गुल्ल्या
Rose	गुळंबा
गुळणा	गुळणा
गुळणी	गुळणी
गुळपापडी	गुळपापडी
Will melt	गुळवेल
Rose	गुळांब
Rose	गुळांबा
Guwahati	गुवाहाटी
Gooseberry	गुसबेरी
Cavity	गुहा
Cavity	गुहिका
Secrecy	गुह्यता
गु‍र्⁇ हाळ	गु‍र्‍हाळ
Gu	गू
Goose	गूज
Mystery	गूढ
Mystery	गूढता
Mystery	गूढार्थ
Goot	गूत
Jaggery	गूळ
Jaggery	गूळआंबा
Jaggery	गूळकैरी
Swallow	गूळधणे
Gulapapadi	गूळपापडी
गुळपोळी	गूळपोळी
गुळभात	गूळभात
Gritsamad	गृत्समद
Gritsamad sage	गृत्समद ऋषी
Home	गृह
Home Aboli	गृह आभोळी
Ministry of Home Affairs	गृह मंत्रालय
Homework	गृहकाम
Minister of State for Housing	गृहनिर्माण राज्यमंत्री
Homework	गृहपाठ
Homecoming	गृहप्रवेश
Home Minister	गृहमंत्री
Civil War	गृहयुद्ध
Home guard	गृहरक्षक
Home Guard	गृहरक्षकदल
Minister of State for Home Affairs	गृहराज्य मंत्री
Home Science	गृहविज्ञान
Home Science	गृहशास्त्र
Home Secretary	गृहसचिव
Householder	गृहस्त
Householder	गृहस्थ
Grihasthashram	गृहस्थाश्रम
Householder	गृहस्थाश्रमी
Housewife	गृहिणी
Hypothetical	गृहितक
Hypothesis	गृहितत्त्व
Gadolium	गॅडोलिअम
Gabbaroni	गॅबारोनी
Gamma ray	गॅमा किरण
Garage	गॅरेज
Gallon	गॅलन
Gallery	गॅलरी
Gallium	गॅलिअम
Gas	गॅस
Gas cylinder	गॅस सिलेंडर
Gas station	गॅस स्टेशन
Gasoline	गॅसोलीन
Unicorn	गेंडा
Ball	गेंद
Rhinoceros	गेण्डा
Game	गेम
Geysing	गेयझिंग
Geying City	गेयझिंग शहर
Lyricism	गेयता
Geranja Lava	गेरंज लावा
Gerja	गेरजा
Ocher	गेरू
Nutmeg	गेळफळ
Gela	गेळा
Guestroom	गेस्टरूम
Abuse	गैरवर्तन
Abuse	गैरवापर
Misunderstanding	गैरसमज
Misunderstood	गैरसमजूत
Inconvenience	गैरसोय
Absence	गैरहजेरी
Google	गॉगल
Goth	गॉथ
Gothic	गॉथिक
Gothic tank	गॉथिक टंक
Gothic language	गॉथिक भाषा
Gothic script	गॉथिक लिपी
Gothic architecture	गॉथिक वास्तूकला
Govt	गो
Noise	गोंगाट
Gongata	गोंगाटा
To shout	गोंजारणे
Gond	गोंड
Gond going	गोंड जात
Gond raga	गोंड राग
Gondkiri	गोंडकिरी
Gonda	गोंडा
Gondal	गोंडाल
Glue	गोंद
Tattooing	गोंदण
Tattooing	गोंदवण
Tattooed	गोंदवणारी
Gonda	गोंदा
Gonda district	गोंदा जिल्हा
Gonda city	गोंदा शहर
Gondia	गोंदिया
Gondia district	गोंदिया जिल्हा
Gondia city	गोंदिया शहर
Confusion	गोंधळ
Confusion	गोंधळी
Gokarna	गोकर्ण
Gokul	गोकुळ
Gokulashtami	गोकुळाष्टमी
Gokshur	गोक्षुर
Bunion	गोखरू
Gokhala	गोखला
Gokhana	गोखाना
Gokhura	गोखुरा
Snail	गोगलगाय
Gogi	गोगी
Gogras	गोग्रास
Let's eat Gochdi	गोचडी खाऊ
Gocharm	गोचर्म
Gocha Gijra	गोचा गिजरा
Gochid	गोचीड
Goji	गोजी
Goje	गोजे
Goat	गोट
Gota	गोटा
Gotti	गोटी
Guatemala City	गोटेमाला सिटी
Barn	गोठ
Freezing point	गोठणबिंदू
Gothank	गोठणांक
Herd	गोठा
Sweet pill	गोड गोळी
Sweet things	गोड वस्तू
Sweet neem	गोडनिंब
Sweetness	गोडपणा
Sweeten	गोडवा
Godhra	गोडहरा
Godown	गोडाऊन
Godi	गोडी
Sweet oil	गोडेतेल
Godda	गोड्डा
Godda district	गोड्डा जिल्हा
Godda city	गोड्डा शहर
गोण	गोण
Gonapat	गोणपाट
Sack	गोणी
Got	गोत
Dive	गोतावळा
Tribe	गोत्र
Clan promoter	गोत्रप्रवर्तक
Gothic	गोथिक
Gothic script	गोथिक लिपी
Carpet	गोदडी
Goda	गोदा
Godachor Garud	गोदाचोर गरुड
Godan	गोदान
Warehouse	गोदाम
Warehouse inspector	गोदाम निरीक्षक
Godavari	गोदावरी
Dock	गोदी
Godhadi	गोधडी
Godhan	गोधन
Godhra	गोधरा
City of Godhra	गोधरा शहर
Twilight	गोधूल
Twilight Moment	गोधूल मुहूर्त
Twilight	गोधूळ
Twilight	गोधूळी
Gop	गोप
Confidentiality	गोपचार
Privacy	गोपनीयता
Confidentiality	गोपपाणि
Goppani Rishi	गोपपाणि ऋषी
Confidentiality	गोपपाणी
Goppani Rishi	गोपपाणी ऋषी
Gopmaati	गोपमाती
Gopal	गोपाल
Gopalkala	गोपालकाला
Gopalganj	गोपालगंज
Gopalganj district	गोपालगंज जिल्हा
City of Gopalganj	गोपालगंज शहर
Gopal	गोपाळ
Gopalkala	गोपाळकाला
Gopika	गोपिका
Gopi	गोपी
Gopikamodi	गोपीकामोदी
Gopichandan	गोपीचंदन
Gopur	गोपुर
Gopuram	गोपुरम
Gopeshwar	गोपेश्वर
Gopeshwar city	गोपेश्वर शहर
Gopradan	गोप्रदान
Goff	गोफ
Sling	गोफण
Sling	गोफणे
Sling	गोफीण
Garbage	गोबरगॅस
Cowboy	गोभक्षक
Govil	गोभिल
Govil Rishi	गोभिल ऋषी
Gum	गोम
Gomti	गोमती
Gomti river	गोमती नदी
Gomay	गोमय
Beef	गोमांस
Gomashi	गोमाशी
Gomukh	गोमुख
Gomukhasan	गोमुखासन
Gomukhi	गोमुखी
Gomudri	गोमुद्री
Cow urine	गोमूत्र
Onyx	गोमेद
Onyx	गोमेदक
Onyx	गोमेध
Goraksha	गोरक्ष
Cattle protection	गोरक्षण
Gorakshanath	गोरक्षनाथ
Gorakhchinch	गोरखचिंच
Gorakhnath	गोरखनाथ
Gorakhnathi sect	गोरखनाथी संप्रदाय
Gorakhpanth	गोरखपंथ
Gorakhpanthi	गोरखपंथी
Gorakhpur	गोरखपुर
Gorakhpur District	गोरखपुर जिल्हा
Gorakhpur	गोरखपूर
Gorakhmundi	गोरखमुंडी
Gorajmuhurta	गोरजमुहूर्त
Blonde	गोरा
Goradu	गोराडू
Gorilla	गोरिला
Cattle	गोरूचोर
Fairness	गोरेपण
Fairness	गोरेपणा
Gorochan	गोरोचन
गोर्⁇ हा	गोर्‍हा
Round	गोल
Round bracket	गोल कंस
Bowler	गोलंदाज
Bowling	गोलंदाजी
Sphere	गोलक
Goalkeeper	गोलकीपर
Roundness	गोलपणा
Goalpara	गोलपारा
Goalpara district	गोलपारा जिल्हा
Goalpara city	गोलपारा शहर
Golmaal	गोलमाल
Goalkeeper	गोलरक्षक
Roundabout	गोलांगूल
Golanti	गोलांटी
Roundness	गोलाई
Golaghat	गोलाघाट
Golaghat district	गोलाघाट जिल्हा
Golaghat city	गोलाघाट शहर
Hemisphere	गोलार्ध
Golden Jubilee	गोल्डन जुबली
Golf	गोल्फ
Golf course	गोल्फ कोर्स
Golf club	गोल्फ क्लब
Golfers	गोल्फ खेळाडू
Golf course	गोल्फचे मैदान
Golfer	गोल्फपटू
Collect	गोळा
To collect	गोळा बनवणे
To make a collection	गोळा बनविणे
Firing	गोळाबार
Pill	गोळी
Firing	गोळीबार
Govt	गोवत्स
Gowri	गोवरी
Govardhan	गोवर्धन
Goa	गोवा
Govabunder	गोवाबंदर
Govind	गोविंद
Govind Dwadashi	गोविंद द्वादशी
Govind Singh	गोविंद सिंह
Govindadvadashi	गोविंदद्वादशी
Govind Singh	गोविंदसिंह
Goa	गोवे
Gosha	गोशा
Cowshed	गोशाला
Goshala	गोशाळा
Abstract	गोषवारा
Gosha	गोषा
Goshukti Rishi	गोषूक्ति ऋषी
Thing	गोष्ट
Gosth	गोष्ठ
Gosavi	गोसावी
Gosavi birds	गोसावी पाखरू
Gosavi Badda	गोसावी बाड्डा
Goswami Tulsidas	गोस्वामी तुलसीदास
Cow slaughter	गोहत्या
Gohan	गोहन
Gohanan	गोहनन
Cow	गौ
Gond	गौंड
Gond going	गौंड जात
God	गौड
God raga	गौड राग
Godsaraswat	गौडसारस्वत
Gaud	गौडी
Secondary wife	गौण पत्नी
Secondary person	गौण व्यक्ती
Secondary	गौणता
Secondary	गौणत्व
Gautam	गौतम
Sage Gautam	गौतम ऋषी
Gautama Buddha	गौतम बुद्ध
Gautam Buddha Nagar	गौतम बुद्ध नगर
Gautam Buddha Nagar District	गौतम बुद्ध नगर जिल्हा
Gautambuddha Nagar	गौतमबुद्ध नगर
Gautam Buddha Nagar District	गौतमबुद्ध नगर जिल्हा
Gautami	गौतमी
Confidentiality	गौप्यता
Goupyasphot	गौप्यस्फोट
Gaur Titir	गौर तितिर
Pride	गौरव
Glorious woman	गौरवर्णीय महिला
Glorious woman	गौरवर्णीय स्त्री
Lack of pride	गौरवहीनता
Gaurahar	गौरहार
Gaurangi	गौरांगी
Gauri	गौरी
Beautiful woman	गौरी स्त्री
Gaurishankar	गौरीशंकर
Gaurishankar Peak	गौरीशंकर शिखर
Gaurihar	गौरीहर
Grant Wood	ग्रँट वुड
Grand Slam	ग्रँड स्लॅम
Grandmaster	ग्रँडमास्टर
Text	ग्रंथ
Book sales	ग्रंथ विक्री
Librarian	ग्रंथकपाट
Author	ग्रंथकर्त्ता
Author	ग्रंथकार
Bibliography	ग्रंथदिंडी
Book sales	ग्रंथविक्री
Granth Sahib	ग्रंथसाहिब
Granthsaheb	ग्रंथसाहेब
Library	ग्रंथालय
Glandular fever	ग्रंथिज्वर
Gland	ग्रंथी
Planet	ग्रह
Eclipse	ग्रहण
Receptivity	ग्रहणक्षमता
Planetarium	ग्रहदशा
Planetary affliction	ग्रहपीडा
Planetary obstruction	ग्रहबाधा
Grahamakh	ग्रहमख
Planetary	ग्रहयुती
Planetary peace	ग्रहशांती
Glandular typhoid	ग्रांथिक सन्निपात
Gram	ग्राम
Village education	ग्राम शिक्षण
Gramjoshi	ग्रामजोशी
Village Goddess	ग्रामदैवत
Gram Panchayat	ग्रामपंचायत
Gramm	ग्रामम
Gram Sanstha	ग्रामसंस्था
Gram Sabha	ग्रामसभा
Gramsevak	ग्रामसेवक
Villager	ग्रामस्थ
Gramswarajya	ग्रामस्वराज्य
Ministry of Rural Development	ग्रामीण विकास मंत्रालय
Grameen Vidyalaya	ग्रामीण विद्यालय
Rural schools	ग्रामीण शाळा
Rural education	ग्रामीण शिक्षण
Gramophone	ग्रामोफोन
Grass	ग्रास
Customer	ग्राहक
Customer base	ग्राहकवर्ग
Acceptable	ग्राह्य
Grahansh	ग्राह्यांश
Greek	ग्रीक
Greek language	ग्रीक भाषा
Greek script	ग्रीक लिपी
Greenland	ग्रीनलँड
Greenlandic	ग्रीनलँडिक
Greenlandic language	ग्रीनलँडिक भाषा
Greenland	ग्रीनलंड
Greenwich Village	ग्रीनविच व्हिलेज
Greenhouse	ग्रीनहाऊस
Cervix	ग्रीवा
Cervical disease	ग्रीवारोग
Summer	ग्रीष्म
Summer	ग्रीष्मऋतू
Summer	ग्रीष्मकाल
Greece	ग्रीस
Grooves	ग्रुव्ह्ज
Gratuity	ग्रॅच्युटी
Graphite	ग्रॅफाइट
G	ग्रॅम
Great Britain	ग्रेट ब्रिटन
Greater Noida	ग्रेटर नोएडा
Granite	ग्रेनाइट
Grenadine Dollar	ग्रेनाडाई डॉलर
Grenadian dollar	ग्रेनाडीय डॉलर
Grenade	ग्रेनेड
Grenada	ग्रेनेडा
Grenadian	ग्रेनेडीयन
Grozy	ग्रॉझी
Gross	ग्रोस
Guilt	ग्लानी
Glass	ग्लास
Glasshouse	ग्लासहाऊस
Glycerin	ग्लिसरीन
Glucose	ग्लुकोज
Glucometer	ग्लुकोमिटर
Glucometer	ग्लुकोमीटर
Glulinium	ग्लुलिनिअम
Globe	ग्लोब
Global Positioning System	ग्लोबल पोझिशनिंग सिस्टीम
Guatemala	ग्वातेमाला
Guarani	ग्वारानी
Gualin	ग्वालिन
Gwalior	ग्वाल्हेर
Gwalior District	ग्वाल्हेर जिल्हा
Testimony	ग्वाही
Gwenon	ग्वेनॉन
D	घ
D dishes	घ व्यंजन
घंगाळ	घंगाळ
Hour	घंटा
Belfry	घंटाघर
Clockwork	घंटाशास्त्र
The bell	घंटी
Ghaggar	घग्गर
Ghaggar river	घग्गर नदी
Decrease	घट
Components	घटक
Component	घटका
Decreasing	घटती
Event	घटना
Chronology	घटनाक्रम
Cycle of events	घटनाचक्र
Circle of events	घटनामंडळ
The scene	घटनास्थळ
Ghatparni	घटपर्णी
Ghatsarpa	घटसर्प
Ghatsthapana	घटस्थापना
